Goat_id,Gender,Birth_date,Breed,Cohort_id
3105,Female,57:28.3,Cull,3105
3106,Wether,59:30.3,,3106
3107,Female,00:07.1,,3107
3108,Female,01:46.9,,3108
3109,Wether,03:04.0,,3109
3110,Female,03:59.1,Cull,3110
3111,Wether,03:59.3,,3111
3112,Female,07:39.4,,3112
3113,Female,08:51.5,,3113
3114,Wether,08:51.7,,3114
3115,Female,10:22.8,,3115
3116,Male,10:41.4,,3116
3117,Wether,11:18.4,,3117
3118,Wether,12:35.4,,3118
3119,Female,12:44.2,,3119
3120,Female,12:44.5,,3120
3121,Wether,13:34.0,,3121
3122,Female,13:42.8,,3122
3123,Wether,13:43.0,,3123
3124,Female,14:21.3,,3124
3125,Female,16:04.3,,3125
3126,Wether,16:12.0,,3126
3127,Female,16:12.2,,3127
3128,Wether,16:28.5,,3128
3129,Female,17:04.1,,3129
3130,Wether,17:11.4,,3130
3131,Female,17:11.6,,3131
3132,Wether,17:46.7,,3132
3133,Female,17:58.1,ARG,3133
3134,Wether,17:58.2,,3134
3135,Wether,18:42.6,,3135
3136,Wether,18:50.3,,3136
3137,Wether,18:50.5,,3137
3138,Wether,18:57.0,,3138
3139,Female,19:17.2,ARG,3139
3140,Female,19:25.4,,3140
3141,Wether,19:25.5,,3141
3142,Wether,20:10.6,,3142
3143,Female,20:19.1,Comm,3143
3144,Wether,20:19.3,,3144
3145,Female,20:43.9,ARG,3145
3147,Female,22:00.7,ARG,3147
3148,Female,22:07.2,ARG,3148
3150,Male,22:07.4,,3150
3156,Female,22:47.6,ARG,3156
3157,Female,24:01.1,ARG,3157
3158,Male,33:51.8,,3158
3159,Male,35:22.7,,3159
3160,Male,35:22.8,,3160
3161,Male,35:40.2,,3161
3162,Female,38:07.9,ARG,3162
3163,Male,38:43.1,,3163
3164,Female,38:43.3,ARG,3164
3165,Male,39:47.8,,3165
3166,Male,40:17.3,,3166
3167,Female,40:37.4,ARG,3167
3168,Male,40:37.6,,3168
3169,Female,41:08.1,ARG,3169
3170,Male,41:08.4,,3170
3171,Wether,42:21.9,,3171
3172,Female,42:37.1,Cull,3172
3173,Female,42:37.3,Comm,3173
3174,Female,43:09.9,ARG,3174
3175,Wether,01:30.0,,3175
3176,Female,01:31.0,ARG,3176
3177,Wether,01:32.0,,3177
3178,Female,01:33.0,ARG,3178
3179,Female,01:37.0,ARG,3179
3180,Female,01:38.0,Cull,3180
3181,Female,01:39.0,Cull,3181
3182,Male,01:40.0,,3182
3183,Female,01:41.0,Comm,3183
3184,Wether,01:44.0,,3184
3185,Female,01:45.0,Cull,3185
3186,Male,01:46.0,,3186
3187,Female,01:47.0,Cull,3187
3188,Female,01:51.0,Cull,3188
3189,Wether,01:52.0,,3189
3190,Wether,01:53.0,,3190
3191,Wether,01:54.0,,3191
3192,Wether,01:58.0,,3192
3193,Female,01:59.0,ARG,3193
3194,Female,02:00.0,,3194
3195,Female,02:01.0,ARG,3195
3196,Wether,02:05.0,,3196
3197,Female,02:06.0,Cull,3197
3198,Female,02:07.0,ARG,3198
3199,Wether,02:12.0,,3199
3200,Female,02:13.0,Comm,3200
3201,Female,02:14.0,ARG,3201
3202,Female,02:19.0,Comm,3202
3203,Female,02:20.0,Comm,3203
3204,Female,02:21.0,Cull,3204
3205,Female,02:22.0,ARG,3205
3206,Wether,02:26.0,,3206
3207,Female,02:27.0,ARG,3207
3208,Male,02:28.0,,3208
3209,Female,02:33.0,Cull,3209
3210,Wether,02:34.0,,3210
3211,Wether,02:35.0,,3211
3212,Wether,02:36.0,,3212
3213,Female,15:58.0,Cull,3213
3214,Female,15:59.0,Comm,3214
3215,Wether,16:00.0,,3215
3216,Wether,16:05.0,,3216
3217,Female,16:06.0,Cull,3217
3218,Male,16:07.0,,3218
3219,Wether,16:12.0,,3219
3220,Female,16:13.0,ARG,3220
3221,Wether,16:14.0,,3221
3222,Female,16:19.0,,3222
3223,Wether,16:20.0,,3223
3224,Wether,16:21.0,,3224
3225,Wether,16:26.0,,3225
3226,Female,16:27.0,ARG,3226
3227,Female,16:28.0,ARG,3227
3228,Female,16:33.0,,3228
3229,Wether,16:34.0,,3229
3230,Wether,16:35.0,,3230
3231,Male,16:40.0,,3231
3232,Wether,16:41.0,,3232
3233,Wether,16:42.0,,3233
3234,Female,16:47.0,,3234
3235,Wether,16:48.0,,3235
3236,Female,16:49.0,ARG,3236
3237,Female,16:54.0,Cull,3237
3238,Wether,16:55.0,,3238
3239,Female,16:56.0,,3239
3240,Female,17:01.0,Cull,3240
3241,Wether,17:02.0,,3241
3242,Wether,17:03.0,,3242
3243,Female,17:08.0,Cull,3243
3244,Wether,17:09.0,,3244
3245,Female,17:10.0,ARG,3245
3246,Wether,17:15.0,,3246
3247,Wether,17:16.0,,3247
3248,Wether,17:17.0,,3248
3249,Female,17:22.0,ARG,3249
3250,Wether,17:23.0,,3250
3251,Female,17:24.0,,3251
3252,Wether,17:25.0,,3252
3253,Wether,17:26.0,,3253
3254,Female,17:29.0,Cull,3254
3255,Wether,17:30.0,,3255
3256,Wether,17:31.0,,3256
3257,Female,17:36.0,ARG,3257
3258,Wether,17:37.0,,3258
3259,Wether,17:38.0,,3259
3260,Wether,17:43.0,,3260
3261,Female,17:44.0,ARG,3261
3262,Wether,17:45.0,,3262
3263,Female,17:46.0,ARG,3263
3264,Female,17:50.0,Cull,3264
3265,Wether,17:51.0,,3265
3266,Female,17:52.0,Cull,3266
3267,Male,17:53.0,,3267
3268,Female,17:57.0,Cull,3268
3269,Wether,17:58.0,,3269
3270,Female,17:59.0,ARG,3270
3271,Wether,18:04.0,,3271
3272,Female,18:05.0,Cull,3272
3273,Female,18:06.0,ARG,3273
3274,Female,18:11.0,,3274
3275,Wether,18:12.0,,3275
3276,Female,18:13.0,ARG,3276
3277,Wether,18:18.0,,3277
3278,Female,18:19.0,ARG,3278
3279,Male,18:20.0,,3279
3280,Female,18:25.0,ARG,3280
3281,Female,18:26.0,ARG,3281
3282,Wether,18:27.0,,3282
3283,Female,18:32.0,,3283
3284,Female,18:33.0,Cull,3284
3285,Wether,18:34.0,,3285
3286,Female,18:40.0,,3286
3287,Female,18:41.0,,3287
3288,Wether,18:42.0,,3288
3289,Wether,18:47.0,,3289
3290,Wether,18:48.0,,3290
3291,Wether,18:49.0,,3291
3292,Male,18:54.0,,3292
3293,Female,18:55.0,Comm,3293
3294,Wether,18:56.0,,3294
3295,Wether,19:01.0,,3295
3296,Wether,19:02.0,,3296
3297,Male,19:03.0,,3297
3298,Female,19:08.0,ARG,3298
3299,Female,19:09.0,Cull,3299
3300,Female,19:10.0,Cull,3300
3301,Female,19:15.0,Cull,3301
3302,Female,19:16.0,Cull,3302
3303,Female,19:17.0,Comm,3303
3304,Wether,19:22.0,,3304
3305,Wether,19:23.0,,3305
3306,Female,19:24.0,Cull,3306
3307,Wether,19:29.0,,3307
3308,Female,19:30.0,ARG,3308
3309,Female,19:31.0,ARG,3309
3310,Wether,19:36.0,,3310
3311,Wether,19:37.0,,3311
3312,Wether,19:38.0,,3312
3313,Wether,19:43.0,,3313
3314,Female,19:44.0,Cull,3314
3315,Female,19:45.0,Cull,3315
3316,Female,19:57.0,ARG,3316
3317,Wether,19:58.0,,3317
3318,Female,19:59.0,Cull,3318
3319,Wether,20:04.0,,3319
3320,Female,20:05.0,Cull,3320
3321,Wether,20:06.0,,3321
3322,Female,20:11.0,,3322
3323,Female,20:12.0,,3323
3324,Female,20:13.0,ARG,3324
3325,Wether,20:18.0,,3325
3326,Female,20:19.0,,3326
3327,Female,20:20.0,,3327
3328,Wether,20:32.0,,3328
3329,Female,20:33.0,ARG,3329
3330,Female,20:34.0,Cull,3330
3331,Female,20:39.0,ARG,3331
3332,Wether,20:40.0,,3332
3333,Wether,20:41.0,,3333
3334,Wether,20:42.0,,3334
3335,Female,20:46.0,Comm,3335
3336,Wether,20:47.0,,3336
3337,Wether,20:48.0,,3337
3338,Female,20:49.0,,3338
3339,Wether,20:53.0,,3339
3340,Wether,20:54.0,,3340
3341,Wether,20:55.0,,3341
3342,Female,21:00.0,ARG,3342
3343,Female,21:01.0,ARG,3343
3344,Wether,21:02.0,,3344
3345,Wether,21:03.0,,3345
3346,Wether,21:08.0,,3346
3347,Wether,21:09.0,,3347
3348,Wether,21:10.0,,3348
3349,Female,21:15.0,Cull,3349
3350,Female,21:16.0,Cull,3350
3351,Wether,21:17.0,,3351
3352,Male,21:22.0,,3352
3353,Female,21:23.0,ARG,3353
3354,Wether,21:24.0,,3354
3355,Female,21:29.0,Cull,3355
3356,Wether,21:30.0,,3356
3357,Female,21:31.0,,3357
3358,Female,21:36.0,ARG,3358
3359,Female,21:37.0,,3359
3360,Wether,21:38.0,,3360
3361,Wether,21:43.0,,3361
3362,Female,21:44.0,Cull,3362
3363,Wether,21:45.0,,3363
3364,Female,21:50.0,ARG,3364
3365,Female,21:51.0,ARG,3365
3366,Wether,21:52.0,,3366
3367,Female,21:58.0,Cull,3367
3368,Female,21:59.0,Cull,3368
3369,Female,22:00.0,Cull,3369
3370,Wether,22:05.0,,3370
3371,Wether,22:06.0,,3371
3372,Female,22:07.0,Cull,3372
3373,Wether,22:12.0,,3373
3374,Female,22:13.0,ARG,3374
3375,Wether,22:14.0,,3375
3376,Female,22:19.0,Comm,3376
3377,Female,22:20.0,ARG,3377
3378,Female,22:21.0,Cull,3378
3379,Wether,22:26.0,,3379
3380,Wether,22:27.0,,3380
3381,Female,22:28.0,Cull,3381
3382,Female,22:33.0,Cull,3382
3383,Female,22:34.0,ARG,3383
3384,Wether,22:35.0,,3384
3385,Female,22:40.0,ARG,3385
3386,Wether,22:41.0,,3386
3387,Wether,22:42.0,,3387
3388,Wether,22:47.0,,3388
3389,Female,22:48.0,ARG,3389
3390,Wether,22:49.0,,3390
3391,Wether,22:54.0,,3391
3392,Wether,22:55.0,,3392
3393,Wether,22:56.0,,3393
3394,Wether,23:01.0,,3394
3395,Female,23:02.0,,3395
3396,Female,23:03.0,Cull,3396
3397,Female,23:08.0,ARG,3397
3398,Female,23:09.0,Cull,3398
3399,Female,23:10.0,ARG,3399
3400,Wether,23:15.0,,3400
3401,Female,23:16.0,Cull,3401
3402,Female,23:17.0,Cull,3402
3403,Wether,23:22.0,,3403
3404,Female,23:23.0,Cull,3404
3405,Wether,23:24.0,,3405
3406,Male,23:29.0,,3406
3407,Female,23:30.0,Cull,3407
3408,Female,23:31.0,Cull,3408
3409,Female,23:36.0,ARG,3409
3410,Wether,23:37.0,,3410
3411,Female,23:38.0,,3411
3412,Female,23:43.0,Cull,3412
3413,Female,23:44.0,Cull,3413
3414,Wether,23:45.0,,3414
3415,Female,23:50.0,,3415
3416,Wether,23:51.0,,3416
3417,Wether,23:52.0,,3417
3418,Female,23:57.0,Cull,3418
3419,Female,23:58.0,Cull,3419
3420,Female,23:59.0,Cull,3420
3421,Female,24:04.0,ARG,3421
3422,Female,24:05.0,ARG,3422
3423,Wether,24:06.0,,3423
3424,Wether,24:11.0,,3424
3425,Wether,24:12.0,,3425
3426,Wether,24:13.0,,3426
3427,Wether,24:18.0,,3427
3428,Wether,24:19.0,,3428
3429,Female,24:20.0,Cull,3429
3430,Wether,24:25.0,,3430
3431,Female,24:26.0,ARG,3431
3432,Wether,24:27.0,,3432
3433,Wether,24:32.0,,3433
3434,Female,24:33.0,ARG,3434
3435,Wether,24:34.0,,3435
3436,Female,24:39.0,ARG,3436
3437,Female,24:40.0,Cull,3437
3438,Wether,24:41.0,,3438
3439,Female,24:46.0,ARG,3439
3440,Female,24:47.0,Comm,3440
3441,Female,24:48.0,ARG,3441
3442,Female,24:53.0,ARG,3442
3443,Wether,24:54.0,,3443
3444,Wether,24:55.0,,3444
3445,Female,24:56.0,Cull,3445
3446,Wether,25:00.0,,3446
3447,Female,25:01.0,,3447
3448,Wether,25:02.0,,3448
3449,Wether,25:07.0,,3449
3450,Wether,25:08.0,,3450
3451,Wether,25:09.0,,3451
3452,Female,25:14.0,Cull,3452
3453,Female,25:21.0,ARG,3453
3454,Wether,25:22.0,,3454
3455,Wether,25:23.0,,3455
3456,Female,25:28.0,ARG,3456
3457,Female,25:41.0,Cull,3457
3458,Wether,25:42.0,,3458
3459,Female,25:43.0,,3459
3460,Female,25:44.0,Cull,3460
3461,Female,25:48.0,Cull,3461
3462,Wether,25:55.0,,3462
3463,Wether,26:02.0,,3463
3464,Female,26:03.0,ARG,3464
3465,Wether,26:04.0,,3465
3466,Female,26:09.0,ARG,3466
3467,Female,26:16.0,ARG,3467
3468,Female,26:23.0,Cull,3468
3469,Female,26:30.0,Cull,3469
3470,Wether,26:37.0,,3470
3471,Wether,26:44.0,,3471
3472,Wether,26:45.0,,3472
3473,Female,26:46.0,Cull,3473
3474,Female,26:57.0,Cull,3474
3475,Wether,26:58.0,,3475
3476,Female,26:59.0,ARG,3476
3477,Wether,27:10.0,,3477
3478,Female,27:17.0,,3478
3479,Wether,27:24.0,,3479
3480,Female,27:37.0,Comm,3480
3481,Female,27:38.0,Comm,3481
3482,Female,27:39.0,ARG,3482
3483,Female,27:44.0,,3483
3484,Female,27:45.0,ARG,3484
3485,Female,27:51.0,Cull,3485
3486,Wether,27:58.0,,3486
3487,Wether,28:05.0,,3487
3488,Male,28:12.0,,3488
3489,Female,28:19.0,Cull,3489
3490,Female,28:26.0,ARG,3490
3491,Female,28:27.0,ARG,3491
3492,Wether,28:28.0,,3492
3493,Wether,28:33.0,,3493
3494,Female,28:34.0,Cull,3494
3495,Wether,28:35.0,,3495
3496,Female,28:40.0,Cull,3496
3497,Wether,28:47.0,,3497
3498,Female,29:00.0,ARG,3498
3499,Female,29:07.0,ARG,3499
3500,Wether,29:14.0,,3500
3501,Wether,29:21.0,,3501
3502,Male,29:28.0,,3502
3503,Female,29:35.0,Cull,3503
3504,Wether,29:36.0,,3504
3505,Wether,29:37.0,,3505
3506,Female,29:48.0,Cull,3506
3507,Wether,30:02.0,,3507
3508,Female,30:09.0,Cull,3508
3509,Female,30:16.0,,3509
3510,Wether,30:30.0,,3510
3511,Wether,30:31.0,,3511
3512,Female,30:32.0,Cull,3512
3513,Female,30:37.0,ARG,3513
3514,Female,30:38.0,Cull,3514
3515,Female,30:39.0,ARG,3515
3516,Wether,30:44.0,,3516
3517,Female,30:45.0,ARG,3517
3518,Female,30:46.0,Comm,3518
3519,Female,30:51.0,Cull,3519
3520,Wether,30:58.0,,3520
3521,Wether,30:59.0,,3521
3522,Wether,31:00.0,,3522
3523,Female,31:05.0,ARG,3523
3524,Female,31:12.0,ARG,3524
3525,Female,31:13.0,,3525
3526,Female,31:14.0,Cull,3526
3527,Female,31:25.0,Cull,3527
3528,Female,31:32.0,,3528
3529,Female,31:33.0,ARG,3529
3530,Wether,31:34.0,,3530
3531,Female,31:39.0,ARG,3531
3532,Wether,31:46.0,,3532
3534,Wether,32:00.0,,3534
3535,Male,32:07.0,,3535
3536,Female,32:08.0,ARG,3536
3537,Female,32:09.0,ARG,3537
3538,Wether,32:14.0,,3538
3539,Female,32:27.0,Cull,3539
3540,Female,32:28.0,ARG,3540
3541,Wether,32:29.0,,3541
3542,Female,32:50.0,ARG,3542
3543,Wether,32:51.0,,3543
3544,Wether,32:52.0,,3544
3545,Female,33:08.0,Cull,3545
3546,Female,33:09.0,ARG,3546
3547,Wether,33:10.0,,3547
3548,Female,33:26.0,,3548
3549,Wether,33:27.0,,3549
3550,Female,33:28.0,Cull,3550
3551,Male,33:38.0,,3551
3552,Wether,33:39.0,,3552
3553,Female,33:40.0,ARG,3553
3554,Wether,33:50.0,,3554
3555,Wether,33:51.0,,3555
3556,Wether,33:52.0,,3556
3557,Wether,34:08.0,,3557
3558,Wether,34:09.0,,3558
3559,Wether,34:10.0,,3559
3560,Female,34:14.0,ARG,3560
3561,Wether,34:15.0,,3561
3562,Wether,34:16.0,,3562
3563,Female,34:26.0,ARG,3563
3564,Female,34:27.0,,3564
3565,Female,34:28.0,ARG,3565
3566,Female,34:32.0,ARG,3566
3567,Wether,34:33.0,,3567
3568,Wether,34:34.0,,3568
3569,Wether,34:38.0,,3569
3570,Female,34:39.0,Comm,3570
3571,Female,34:40.0,ARG,3571
3572,Female,34:50.0,Comm,3572
3573,Female,34:51.0,Cull,3573
3574,Wether,34:52.0,,3574
3575,Wether,35:02.0,,3575
3576,Wether,35:14.0,,3576
3577,Wether,35:15.0,,3577
3578,Female,35:16.0,,3578
3579,Wether,35:20.0,,3579
3580,Female,35:21.0,Cull,3580
3581,Female,35:22.0,Cull,3581
3582,Wether,35:23.0,,3582
3583,Wether,35:32.0,,3583
3584,Wether,35:33.0,,3584
3585,Wether,35:34.0,,3585
3586,Wether,35:35.0,,3586
3587,Female,35:44.0,Cull,3587
3588,Female,35:45.0,Cull,3588
3589,Wether,35:46.0,,3589
3590,Female,35:56.0,Comm,3590
3591,Wether,35:57.0,,3591
3592,Female,35:58.0,Cull,3592
3593,Female,36:08.0,ARG,3593
3594,Female,36:09.0,ARG,3594
3595,Wether,36:10.0,,3595
3596,Female,36:11.0,ARG,3596
3597,Wether,36:20.0,,3597
3598,Female,36:21.0,ARG,3598
3599,Wether,36:22.0,,3599
3600,Wether,36:23.0,,3600
3601,Female,36:38.0,ARG,3601
3602,Wether,36:39.0,,3602
3603,Wether,36:40.0,,3603
3604,Female,36:44.0,Comm,3604
3605,Wether,36:45.0,,3605
3606,Wether,36:46.0,,3606
3607,Female,37:02.0,ARG,3607
3608,Female,37:03.0,Cull,3608
3609,Female,37:04.0,ARG,3609
3610,Female,37:14.0,ARG,3610
3611,Wether,37:15.0,,3611
3612,Wether,37:16.0,,3612
3613,Wether,37:32.0,,3613
3614,Wether,37:33.0,,3614
3615,Female,37:34.0,ARG,3615
3616,Female,37:43.0,ARG,3616
3617,Wether,37:44.0,,3617
3618,Female,37:45.0,,3618
3619,Wether,37:46.0,,3619
3620,Wether,37:49.0,,3620
3621,Wether,37:56.0,,3621
3622,Wether,37:57.0,,3622
3623,Female,37:58.0,ARG,3623
3624,Female,38:08.0,,3624
3625,Female,38:09.0,Cull,3625
3626,Wether,38:10.0,,3626
3627,Female,38:26.0,Comm,3627
3628,Wether,38:27.0,,3628
3629,Wether,38:28.0,,3629
3630,Female,38:32.0,ARG,3630
3631,Female,38:33.0,ARG,3631
3632,Wether,38:34.0,,3632
3633,Female,38:45.0,Cull,3633
3634,Wether,38:46.0,,3634
3635,Female,38:47.0,ARG,3635
3636,Wether,39:04.0,,3636
3637,Female,39:05.0,Cull,3637
3638,Female,39:06.0,ARG,3638
3639,Female,39:23.0,ARG,3639
3640,Female,39:24.0,ARG,3640
3641,Female,39:25.0,ARG,3641
3642,Female,39:41.0,Cull,3642
3643,Female,39:42.0,ARG,3643
3644,Female,39:43.0,Cull,3644
3645,Wether,39:59.0,,3645
3646,Wether,40:00.0,,3646
3647,Wether,40:01.0,,3647
3648,Female,40:17.0,ARG,3648
3649,Male,40:18.0,,3649
3650,Female,40:19.0,ARG,3650
3651,Female,40:23.0,ARG,3651
3652,Female,40:24.0,Comm,3652
3653,Wether,40:25.0,,3653
3654,Male,40:41.0,,3654
3655,Wether,40:42.0,,3655
3656,Female,40:43.0,Cull,3656
3657,Wether,40:53.0,,3657
3658,Female,40:54.0,Cull,3658
3659,Wether,40:55.0,,3659
3660,Female,41:17.0,ARG,3660
3661,Female,41:18.0,ARG,3661
3662,Wether,41:19.0,,3662
3663,Wether,41:35.0,,3663
3664,Wether,41:36.0,,3664
3665,Female,41:37.0,,3665
3666,Wether,41:53.0,,3666
3667,Wether,41:54.0,,3667
3668,Female,41:55.0,,3668
3669,Female,42:05.0,Cull,3669
3670,Wether,42:06.0,,3670
3671,Female,42:07.0,Cull,3671
3672,Female,42:31.0,ARG,3672
3673,Female,42:32.0,ARG,3673
3674,Female,42:33.0,ARG,3674
3675,Wether,42:37.0,,3675
3676,Wether,42:38.0,,3676
3677,Female,42:39.0,Cull,3677
3678,Female,42:49.0,ARG,3678
3679,Wether,42:50.0,,3679
3680,Female,42:51.0,Cull,3680
3681,Wether,42:52.0,,3681
3682,Wether,42:55.0,,3682
3683,Wether,42:56.0,,3683
3684,Wether,42:57.0,,3684
3685,Female,42:58.0,Comm,3685
3686,Wether,43:07.0,,3686
3687,Female,43:08.0,,3687
3688,Female,43:09.0,Cull,3688
3689,Wether,43:19.0,,3689
3690,Female,43:20.0,Cull,3690
3691,Wether,43:21.0,,3691
3692,Wether,43:31.0,,3692
3693,Wether,43:32.0,,3693
3694,Wether,43:33.0,,3694
3695,Female,43:49.0,ARG,3695
3696,Wether,43:50.0,,3696
3697,Wether,43:51.0,,3697
3698,Female,43:52.0,ARG,3698
3699,Female,43:55.0,Cull,3699
3700,Female,43:56.0,,3700
3701,Female,43:57.0,Comm,3701
3702,Wether,44:07.0,,3702
3703,Wether,44:08.0,,3703
3704,Wether,44:09.0,,3704
3705,Female,44:20.0,Cull,3705
3706,Wether,44:21.0,,3706
3707,Female,44:22.0,Cull,3707
3708,Wether,44:49.0,,3708
3709,Female,44:50.0,,3709
3710,Wether,44:51.0,,3710
3711,Wether,45:02.0,,3711
3712,Female,45:03.0,ARG,3712
3713,Wether,45:04.0,,3713
3714,Wether,45:14.0,,3714
3715,Wether,45:38.0,,3715
3716,Female,45:39.0,ARG,3716
3717,Female,45:40.0,,3717
3718,Female,45:44.0,Cull,3718
3719,Wether,45:45.0,,3719
3720,Wether,45:46.0,,3720
3721,Female,45:50.0,ARG,3721
3723,Female,46:08.0,Cull,3723
3724,Female,46:09.0,Cull,3724
3725,Female,46:10.0,ARG,3725
3726,Female,46:14.0,Cull,3726
3727,Wether,46:15.0,,3727
3728,Wether,46:16.0,,3728
3729,Wether,46:36.0,,3729
3730,Female,46:37.0,ARG,3730
3731,Wether,46:38.0,,3731
3732,Female,46:54.0,Cull,3732
3733,Wether,46:55.0,,3733
3734,Female,46:56.0,ARG,3734
3735,Female,47:12.0,Cull,3735
3736,Female,47:13.0,ARG,3736
3737,Wether,47:14.0,,3737
3738,Female,47:30.0,Cull,3738
3739,Wether,47:31.0,,3739
3740,Female,47:32.0,ARG,3740
3741,Wether,47:33.0,,3741
3742,Wether,47:50.0,,3742
3743,Female,47:51.0,,3743
3744,Wether,47:52.0,,3744
3745,Wether,48:07.0,,3745
3746,Female,48:08.0,Cull,3746
3747,Wether,48:09.0,,3747
3748,Female,48:19.0,Cull,3748
3749,Female,48:20.0,Cull,3749
3750,Wether,48:21.0,,3750
3751,Female,48:25.0,Cull,3751
3753,Male,48:26.0,,3753
3754,Female,48:27.0,ARG,3754
3755,Male,48:43.0,,3755
3756,Female,48:44.0,ARG,3756
3757,Female,48:45.0,ARG,3757
3758,Male,48:46.0,,3758
3759,Female,49:24.0,ARG,3759
3760,Male,49:25.0,,3760
3761,Male,49:26.0,,3761
3762,Male,49:30.0,,3762
3763,Female,49:31.0,ARG,3763
3764,Wether,49:32.0,,3764
3765,Wether,49:33.0,,3765
3766,Female,49:42.0,Cull,3766
3767,Wether,50:01.0,,3767
3768,Female,50:02.0,ARG,3768
3769,Wether,50:03.0,,3769
3770,Wether,50:19.0,,3770
3771,Female,50:20.0,ARG,3771
3772,Female,50:21.0,ARG,3772
3773,Female,50:25.0,Cull,3773
3774,Female,50:26.0,ARG,3774
3775,Wether,50:27.0,,3775
3776,Wether,50:43.0,,3776
3777,Wether,50:44.0,,3777
3778,Wether,50:45.0,,3778
3779,Female,51:01.0,Cull,3779
3780,Wether,51:02.0,,3780
3781,Wether,51:03.0,,3781
3782,Wether,51:04.0,,3782
3783,Wether,51:05.0,,3783
3784,Wether,51:13.0,,3784
3785,Female,51:14.0,Cull,3785
3786,Wether,51:15.0,,3786
3787,Wether,51:25.0,,3787
3788,Female,51:26.0,ARG,3788
3789,Female,51:27.0,ARG,3789
3790,Female,51:43.0,ARG,3790
3791,Female,51:44.0,ARG,3791
3792,Wether,51:45.0,,3792
3793,Wether,52:01.0,,3793
3794,Male,52:02.0,,3794
3795,Male,52:03.0,,3795
3796,Female,52:07.0,,3796
3797,Wether,52:08.0,,3797
3798,Female,52:09.0,ARG,3798
3799,Wether,52:18.0,,3799
3800,Wether,52:19.0,,3800
3801,Female,52:20.0,Cull,3801
3802,Wether,52:30.0,,3802
3803,Female,52:31.0,ARG,3803
3804,Female,52:32.0,Cull,3804
3805,Wether,52:43.0,,3805
3806,Wether,52:44.0,,3806
3807,Wether,52:45.0,,3807
3808,Wether,53:08.0,,3808
3809,Wether,53:09.0,,3809
3810,Wether,53:10.0,,3810
3811,Wether,53:11.0,,3811
3812,Female,53:12.0,ARG,3812
3813,Wether,53:14.0,,3813
3814,Wether,53:15.0,,3814
3815,Wether,53:16.0,,3815
3816,Female,53:17.0,ARG,3816
3817,Female,53:37.0,ARG,3817
3818,Wether,53:44.0,,3818
3819,Female,53:45.0,ARG,3819
3820,Female,53:46.0,ARG,3820
3821,Female,53:55.0,ARG,3821
3822,Wether,53:56.0,,3822
3823,Wether,53:57.0,,3823
3824,Wether,54:24.0,,3824
3825,Female,54:25.0,ARG,3825
3826,Wether,54:26.0,,3826
3827,Female,54:42.0,ARG,3827
3828,Female,54:43.0,Cull,3828
3829,Wether,54:44.0,,3829
3830,Wether,54:45.0,,3830
3831,Wether,54:46.0,,3831
3832,Wether,55:01.0,,3832
3833,Wether,55:02.0,,3833
3834,Wether,55:03.0,,3834
3835,Wether,55:29.0,,3835
3836,Wether,55:30.0,,3836
3837,Wether,55:31.0,,3837
3838,Wether,55:41.0,,3838
3839,Female,55:42.0,Cull,3839
3840,Female,55:43.0,ARG,3840
3841,Female,55:58.0,ARG,3841
3842,Female,55:59.0,ARG,3842
3843,Wether,56:00.0,,3843
3844,Wether,56:10.0,,3844
3845,Wether,56:11.0,,3845
3846,Wether,56:12.0,,3846
3847,Wether,56:13.0,,3847
3848,Wether,56:28.0,,3848
3849,Wether,56:29.0,,3849
3850,Wether,56:30.0,,3850
3851,Wether,56:31.0,,3851
3852,Wether,56:34.0,,3852
3853,Wether,56:35.0,,3853
3854,Wether,56:36.0,,3854
3855,Female,56:40.0,ARG,3855
3856,Wether,56:41.0,,3856
3857,Wether,56:42.0,,3857
3858,Wether,57:09.0,,3858
3859,Female,58:05.0,Cull,3859
3860,Wether,58:06.0,,3860
3861,Female,58:07.0,Cull,3861
3862,Female,58:23.0,,3862
3863,Female,58:24.0,Cull,3863
3864,Female,58:25.0,ARG,3864
3865,Female,58:26.0,ARG,3865
3866,Female,58:27.0,Cull,3866
3867,Wether,58:35.0,,3867
3868,Female,58:36.0,Cull,3868
3869,Female,58:37.0,,3869
3870,Female,58:41.0,ARG,3870
3871,Female,58:42.0,ARG,3871
3872,Female,58:43.0,Comm,3872
3873,Female,58:53.0,ARG,3873
3874,Wether,58:54.0,,3874
3875,Wether,58:55.0,,3875
3876,Wether,59:05.0,,3876
3877,Wether,59:06.0,,3877
3878,Wether,59:07.0,,3878
3879,Wether,59:23.0,,3879
3880,Female,59:24.0,ARG,3880
3881,Wether,59:25.0,,3881
3882,Female,59:35.0,ARG,3882
3883,Wether,59:36.0,,3883
3884,Wether,59:37.0,,3884
3885,Female,00:39.0,Cull,3885
3886,Female,00:40.0,Cull,3886
3887,Wether,00:41.0,,3887
3888,Wether,01:43.0,,3888
3889,Wether,01:44.0,,3889
3890,Female,01:45.0,ARG,3890
3891,Female,01:49.0,ARG,3891
3893,Wether,01:50.0,,3893
3894,Female,01:51.0,ARG,3894
3895,Wether,01:52.0,,3895
3896,Female,02:01.0,Cull,3896
3897,Wether,02:02.0,,3897
3898,Female,02:03.0,Cull,3898
3899,Wether,02:04.0,,3899
3900,Female,02:07.0,Cull,3900
3901,Wether,02:08.0,,3901
3902,Wether,02:09.0,,3902
3903,Female,02:10.0,ARG,3903
